TransactionID,CustomerID,ProductID,TimeID,StoreID,Revenue,UnitsSold,Discount
609,1263,2020,95,119,8109.72,7,0.11
610,1223,2047,80,111,9052.12,8,0.03
611,1591,2007,610,110,653.97,1,0.15
612,1591,2025,81,102,1612.17,6,0.07
613,1445,2027,124,108,13253.87,10,0.19
614,1650,2050,648,113,427.06,1,0.06
615,1043,2021,553,119,1757.7,3,0.07
616,1227,2010,52,113,9358.23,8,0.15
617,1590,2033,93,108,10130.04,7,0.06
618,1404,2010,136,111,2477.18,2,0.1
619,1051,2036,409,109,518.29,2,0.08
620,1445,2050,715,105,1226.66,3,0.1
621,1203,2032,405,119,6059.08,4,0.11
622,1537,2016,249,103,5056.93,5,0.16
623,1332,2044,590,103,2790.39,2,0.13
624,1434,2024,357,107,8555.81,6,0.07
625,1672,2002,313,106,1584.0,6,0.12
626,1453,2040,150,115,1469.12,1,0.18
627,1240,2013,702,112,1731.93,3,0.15
628,1088,2008,56,108,6693.92,10,0.19
629,1295,2001,352,104,2275.0,5,0.09
630,1024,2022,215,118,3304.17,4,0.04
631,1536,2049,265,118,7240.99,8,0.12
632,1145,2045,716,101,7246.56,7,0.12
633,1680,2034,45,109,3451.29,3,0.01
634,1206,2045,633,109,1070.51,1,0.09
635,1009,2005,398,109,5189.51,6,0.17
636,1020,2019,665,113,4016.99,4,0.2
637,1521,2046,102,111,8476.62,8,0.17
638,1545,2006,191,107,11600.07,9,0.19
639,1575,2046,23,102,4187.25,4,0.18
640,1313,2022,502,113,2581.38,3,0.0
641,1361,2023,641,110,1056.48,4,0.2
642,1514,2018,64,109,10904.11,7,0.18
643,1031,2036,287,108,785.89,3,0.07
644,1403,2043,141,103,4384.3,7,0.1
645,1695,2040,641,108,11914.21,7,0.05
646,1157,2028,320,120,10877.08,6,0.09
647,1135,2014,669,105,15126.17,10,0.11
648,1208,2009,317,117,529.1,3,0.09
649,1149,2042,579,106,6463.08,6,0.01
650,1546,2047,122,106,5809.22,6,0.17
651,1150,2047,31,111,6614.11,7,0.19
652,1311,2029,653,109,239.88,3,0.16
653,1110,2009,190,101,1705.53,10,0.12
654,1621,2037,628,108,10808.82,10,0.05
655,1027,2023,82,116,891.4,3,0.1
656,1620,2031,730,112,3025.75,3,0.17
657,1504,2031,141,106,4617.61,4,0.05
658,1419,2049,16,109,6911.86,7,0.04
659,1688,2013,210,103,1650.43,3,0.19
660,1450,2040,502,111,11752.96,8,0.18
661,1438,2026,43,120,895.05,7,0.14
662,1404,2040,586,120,14350.8,9,0.11
663,1040,2034,112,115,7716.01,8,0.17
664,1044,2016,532,118,6742.57,7,0.2
665,1041,2036,397,117,270.41,1,0.04
666,1451,2026,312,110,1153.76,8,0.03
667,1302,2040,56,117,4891.1,3,0.09
668,1662,2029,93,117,182.76,2,0.04
669,1600,2045,560,105,7575.95,7,0.08
670,1462,2002,184,115,2460.0,10,0.18
671,1207,2030,93,109,6127.6,6,0.14
672,1168,2046,127,103,2195.75,2,0.14
673,1650,2024,88,117,9123.14,7,0.15
674,1524,2040,164,113,14834.53,9,0.08
675,1175,2022,580,105,2142.55,3,0.17
676,1184,2050,730,102,2989.43,7,0.06
677,1457,2019,642,106,2058.71,2,0.18
678,1208,2001,638,109,455.0,1,0.09
679,1511,2035,6,120,1469.76,8,0.05
680,1603,2043,488,115,4433.01,7,0.09
681,1616,2039,7,108,12195.09,9,0.06
682,1644,2036,213,102,819.69,3,0.03
683,1669,2023,38,105,287.23,1,0.13
684,1618,2020,340,103,1275.69,1,0.02
685,1183,2011,689,110,3522.02,10,0.13
686,1610,2037,576,106,7736.84,8,0.15
687,1369,2003,96,110,558.0,6,0.07
688,1389,2005,438,118,1959.09,2,0.06
689,1138,2008,712,109,4413.03,6,0.11
690,1538,2014,713,107,16825.74,10,0.01
691,1586,2047,645,117,2099.72,2,0.1
692,1620,2046,295,114,10595.78,10,0.17
693,1266,2034,589,120,5647.56,6,0.19
694,1630,2037,509,117,8191.94,8,0.1
695,1185,2040,239,110,7166.44,4,0.0
696,1025,2030,641,104,3990.07,4,0.16
697,1425,2027,47,111,8737.74,6,0.11
698,1653,2014,12,107,8072.96,5,0.05
699,1070,2020,308,117,11012.55,9,0.06
700,1007,2008,703,111,4561.78,6,0.08
701,1583,2040,30,106,6664.79,4,0.07
702,1347,2044,491,116,1395.19,1,0.13
703,1494,2010,643,115,10156.43,9,0.18
704,1474,2027,58,117,7281.45,5,0.11
705,1695,2021,569,118,604.8,1,0.04
706,1340,2023,68,105,1370.12,5,0.17
707,1348,2025,642,118,771.42,3,0.11
708,1399,2012,610,104,7186.2,5,0.14
709,1323,2046,33,109,8757.48,7,0.02
710,1244,2024,463,110,5458.55,4,0.11
711,1180,2008,384,102,2710.62,4,0.18
712,1455,2033,26,116,13440.01,9,0.03
713,1349,2031,537,110,7072.23,6,0.03
714,1101,2034,693,105,3997.45,4,0.14
715,1471,2025,731,117,577.84,2,0.0
716,1046,2044,609,103,8756.04,6,0.09
717,1048,2007,534,110,677.05,1,0.12
718,1320,2041,215,111,1408.82,4,0.04
719,1284,2035,327,115,367.44,2,0.05
720,1162,2018,118,101,16907.06,10,0.11
721,1105,2014,556,112,14378.36,9,0.06
722,1145,2046,291,119,4953.21,4,0.03
723,1319,2040,347,118,14189.55,8,0.01
724,1030,2031,692,102,2235.89,2,0.08
725,1089,2028,402,106,16335.55,10,0.18
726,1645,2045,717,115,10940.43,10,0.07
727,1341,2013,731,118,1100.29,2,0.19
728,1477,2037,135,103,8920.12,8,0.02
729,1318,2044,660,115,12187.89,8,0.05
730,1230,2010,632,109,7596.68,6,0.08
731,1682,2022,333,115,6814.84,8,0.01
732,1487,2008,360,116,5487.36,8,0.17
733,1290,2050,357,120,4406.9,10,0.03
734,1106,2026,110,111,1164.16,9,0.13
735,1310,2035,473,113,1779.19,10,0.08
736,1636,2016,562,106,8861.66,8,0.08
737,1349,2014,711,119,9993.47,7,0.16
738,1446,2037,351,118,4414.55,4,0.03
739,1686,2005,729,119,8169.83,8,0.02
740,1611,2030,334,118,1995.03,2,0.16
741,1181,2020,416,103,12756.86,10,0.02
742,1611,2050,389,111,3162.07,8,0.13
743,1063,2006,223,105,13048.09,10,0.18
744,1652,2001,151,105,3560.0,8,0.11
745,1400,2040,592,115,6879.78,4,0.04
746,1325,2020,584,110,7836.35,7,0.14
747,1353,2006,597,101,12729.84,10,0.2
748,1414,2009,302,102,953.55,6,0.18
749,1055,2001,721,118,2940.0,6,0.02
750,1289,2002,241,114,2760.0,10,0.08
751,1326,2046,392,113,8131.94,7,0.09
752,1217,2043,178,116,2004.25,3,0.04
753,1394,2024,428,105,6133.2,5,0.2
754,1687,2009,138,101,337.23,2,0.13
755,1148,2047,499,114,3429.54,3,0.02
756,1658,2027,467,120,10079.48,7,0.12
757,1466,2033,435,118,11330.87,8,0.08
758,1232,2012,435,120,1470.66,1,0.12
759,1243,2046,514,109,7238.32,7,0.19
760,1591,2024,35,102,13799.7,10,0.1
761,1378,2008,595,116,1603.24,2,0.03
762,1540,2049,287,115,9071.81,9,0.02
763,1625,2006,252,116,2736.92,2,0.14
764,1553,2038,320,120,855.09,1,0.18
765,1548,2050,12,116,3271.1,8,0.1
766,1481,2037,340,114,5529.56,6,0.19
767,1302,2019,172,102,10670.13,10,0.15
768,1578,2017,63,116,6871.09,10,0.03
769,1053,2043,299,120,654.16,1,0.06
770,1085,2009,518,103,920.6,5,0.05
771,1631,2018,282,109,1614.72,1,0.15
772,1619,2012,606,105,12433.8,8,0.07
773,1180,2017,718,108,5440.2,8,0.04
774,1541,2003,352,103,264.0,3,0.12
775,1158,2032,423,113,5922.93,4,0.13
776,1653,2011,216,119,2404.69,6,0.01
777,1271,2049,119,102,2807.94,3,0.09
778,1488,2020,488,118,4790.33,4,0.08
779,1400,2031,269,105,9077.25,9,0.17
780,1013,2019,460,113,6100.81,6,0.19
781,1700,2003,100,118,486.0,6,0.19
782,1443,2040,668,109,10212.18,6,0.05
783,1101,2017,671,119,4512.25,7,0.09
784,1692,2048,248,119,2382.12,4,0.1
785,1694,2045,185,111,10587.51,9,0.0
786,1009,2005,13,114,1854.88,2,0.11
787,1457,2023,225,110,1584.72,5,0.04
788,1025,2040,95,102,15587.01,10,0.13
789,1223,2039,654,104,2825.34,2,0.02
790,1620,2009,385,119,476.77,3,0.18
791,1189,2017,302,115,1232.55,2,0.13
792,1284,2050,438,111,2203.45,5,0.03
793,1076,2018,64,113,12366.85,7,0.07
794,1062,2017,272,106,5610.21,8,0.01
795,1206,2040,403,106,14046.22,8,0.02
796,1554,2050,442,107,3952.58,10,0.13
797,1453,2046,266,104,1263.83,1,0.01
798,1586,2047,257,115,956.54,1,0.18
799,1153,2042,656,101,946.61,1,0.13
800,1273,2010,717,111,8573.79,7,0.11
801,1528,2046,503,116,8221.3,7,0.08
802,1072,2035,232,101,1096.52,7,0.19
803,1494,2008,581,118,4611.37,6,0.07
804,1311,2026,57,103,793.95,6,0.11
805,1349,2006,471,110,6110.32,4,0.04
806,1041,2025,677,107,1242.36,5,0.14
807,1110,2041,706,112,2876.34,8,0.02
808,1648,2029,195,105,91.38,1,0.04
809,1608,2016,501,113,2022.77,2,0.16
810,1659,2020,512,118,8435.15,8,0.19
811,1017,2003,348,102,504.0,6,0.16
812,1044,2026,122,107,1217.69,9,0.09
813,1695,2035,153,119,634.32,4,0.18
814,1038,2048,145,116,602.15,1,0.09
815,1634,2003,249,105,97.0,1,0.03
816,1052,2020,100,115,12626.68,10,0.03
817,1606,2005,109,104,7336.17,8,0.12
818,1631,2015,65,107,1914.46,7,0.07
819,1695,2026,333,104,1323.25,10,0.11
820,1330,2014,47,119,4741.8,3,0.07
821,1124,2018,145,114,4901.15,3,0.14
822,1567,2011,450,108,4007.82,10,0.01
823,1103,2041,628,113,1100.64,3,0.0
824,1499,2006,7,101,3866.69,3,0.19
825,1668,2038,291,114,7174.4,8,0.14
826,1212,2010,656,109,11271.16,9,0.09
827,1245,2012,626,102,16043.62,10,0.04
828,1512,2040,91,110,9889.69,6,0.08
829,1572,2016,197,104,8669.02,9,0.2
830,1634,2024,553,117,5581.21,4,0.09
831,1642,2043,214,109,668.08,1,0.04
832,1153,2044,486,116,4666.68,3,0.03
833,1045,2004,661,112,5314.7,5,0.04
834,1258,2022,632,115,843.25,1,0.02
835,1054,2035,181,106,174.05,1,0.1
836,1119,2005,241,115,9170.22,10,0.12
837,1430,2013,694,111,2282.08,4,0.16
838,1334,2015,101,108,1708.6,7,0.17
839,1385,2015,76,116,2646.72,10,0.1
840,1447,2010,222,120,10569.29,8,0.04
841,1383,2009,469,107,930.29,6,0.2
842,1208,2022,131,102,8518.55,10,0.01
843,1140,2008,477,115,5611.32,7,0.03
844,1352,2015,303,120,741.08,3,0.16
845,1654,2040,175,119,13383.33,9,0.17
846,1089,2027,535,116,5759.71,4,0.12
847,1474,2018,15,114,7218.75,4,0.05
848,1445,2038,228,119,2565.26,3,0.18
849,1006,2027,46,102,11126.7,8,0.15
850,1517,2003,436,117,630.0,7,0.1
851,1101,2029,508,108,169.44,2,0.11
852,1013,2045,417,107,3282.13,3,0.07
853,1245,2042,93,101,7572.9,8,0.13
854,1166,2046,471,119,12766.0,10,0.0
855,1466,2030,142,113,2992.55,3,0.16
856,1380,2041,476,101,675.06,2,0.08
857,1341,2034,34,110,6914.2,7,0.15
858,1628,2035,590,107,340.37,2,0.12
859,1344,2048,57,117,3255.56,6,0.18
860,1114,2025,375,115,2860.31,10,0.01
861,1376,2012,664,118,2974.75,2,0.11
862,1210,2009,343,108,1709.4,9,0.02
863,1490,2048,595,107,2487.99,4,0.06
864,1274,2033,697,114,7620.62,5,0.01
865,1382,2023,464,116,2644.5,9,0.11
866,1126,2031,727,118,8967.88,9,0.18
867,1463,2040,377,103,5876.48,4,0.18
868,1469,2006,83,113,4487.27,3,0.06
869,1079,2007,169,109,1323.33,2,0.14
870,1509,2010,210,117,1293.64,1,0.06
871,1699,2035,136,116,1067.51,6,0.08
872,1661,2002,299,107,600.0,2,0.0
873,1238,2034,661,111,7158.23,7,0.12
874,1672,2042,335,116,9466.12,10,0.13
875,1543,2036,456,115,1253.48,5,0.11
876,1314,2011,267,108,3011.94,8,0.07
877,1296,2050,49,105,2562.36,6,0.06
878,1171,2040,165,118,8599.73,5,0.04
879,1180,2046,710,105,3638.31,3,0.05
880,1043,2021,589,105,4788.0,8,0.05
881,1189,2014,576,102,8157.94,6,0.2
882,1152,2024,460,118,4093.91,3,0.11
883,1125,2002,415,116,729.0,3,0.19
884,1328,2010,5,118,11518.88,9,0.07
885,1303,2031,297,119,3062.2,3,0.16
886,1453,2022,706,104,5644.62,8,0.18
887,1143,2044,565,104,8018.35,5,0.0
888,1633,2015,457,112,546.99,2,0.07
889,1623,2042,200,119,9400.84,9,0.04
890,1285,2013,24,103,5073.55,9,0.17
891,1694,2043,90,117,4676.58,7,0.04
892,1326,2039,620,117,1182.03,1,0.18
893,1370,2026,152,114,820.71,6,0.08
894,1013,2019,354,112,5021.24,5,0.2
895,1575,2006,221,115,9356.43,7,0.16
896,1296,2011,435,114,1008.03,3,0.17
897,1613,2006,148,107,7240.1,5,0.09
898,1538,2022,68,119,5902.76,7,0.02
899,1420,2041,280,114,979.57,3,0.11
900,1582,2049,141,107,2561.09,3,0.17
901,1297,2036,503,102,1168.97,5,0.17
902,1312,2032,573,115,6739.88,4,0.01
903,1003,2010,269,110,10789.49,8,0.02
904,1682,2019,428,106,8234.83,8,0.18
905,1661,2016,30,104,5418.14,5,0.1
906,1069,2039,371,119,10263.48,8,0.11
907,1265,2041,703,116,682.4,2,0.07
908,1590,2002,266,106,2970.0,10,0.01
909,1328,2030,710,105,6911.37,6,0.03
910,1280,2024,430,112,1441.3,1,0.06
911,1543,2041,79,117,1247.39,4,0.15
912,1188,2049,97,120,2746.23,3,0.11
913,1324,2044,309,109,9429.58,6,0.02
914,1594,2023,148,101,891.4,3,0.1
915,1382,2050,497,114,2235.25,6,0.18
916,1167,2007,224,105,6647.44,9,0.04
917,1193,2036,629,117,2180.2,9,0.14
918,1117,2027,472,103,2748.95,2,0.16
919,1018,2031,357,110,7072.23,6,0.03
920,1453,2039,536,111,3719.07,3,0.14
921,1030,2048,122,108,1647.63,3,0.17
922,1146,2045,233,110,3388.0,3,0.04
923,1081,2028,708,104,3984.28,2,0.0
924,1496,2049,442,102,4031.92,4,0.02
925,1676,2033,608,102,12069.84,8,0.02
926,1260,2003,68,110,85.0,1,0.15
927,1127,2039,211,119,5535.36,4,0.04
928,1360,2002,93,105,1215.0,5,0.19
929,1357,2023,165,117,3136.42,10,0.05
930,1584,2005,102,119,927.44,1,0.11
931,1197,2019,176,118,1016.8,1,0.19
932,1102,2014,517,116,8769.78,6,0.14
933,1190,2029,690,104,237.02,3,0.17
934,1389,2028,220,117,7331.08,4,0.08
935,1322,2008,478,104,7214.56,9,0.03
936,1370,2046,296,118,1251.07,1,0.02
937,1506,2008,395,110,5817.93,8,0.12
938,1320,2044,455,108,13278.39,9,0.08
939,1439,2013,72,116,3912.13,6,0.04
940,1691,2032,689,104,10841.68,7,0.09
941,1675,2044,88,104,4426.13,3,0.08
942,1605,2007,173,103,3693.02,6,0.2
943,1347,2013,610,113,1290.46,2,0.05
944,1435,2047,512,109,10265.29,10,0.12
945,1660,2026,365,116,1204.31,10,0.19
946,1497,2033,286,105,12069.84,8,0.02
947,1257,2032,510,108,5054.91,3,0.01
948,1055,2005,511,101,2876.11,3,0.08
949,1696,2021,157,110,5544.0,10,0.12
950,1079,2043,533,116,5344.67,8,0.04
951,1678,2032,503,117,7573.86,5,0.11
952,1554,2035,19,102,1110.06,7,0.18
953,1122,2025,461,111,1840.42,7,0.09
954,1037,2003,182,118,410.0,5,0.18
955,1169,2032,442,105,7318.56,5,0.14
956,1500,2049,113,119,7158.71,8,0.13
957,1553,2037,482,116,8499.14,9,0.17
958,1519,2004,401,109,7794.9,8,0.12
959,1387,2040,693,112,8420.57,5,0.06
960,1029,2038,47,105,5818.77,6,0.07
961,1598,2002,641,111,2058.0,7,0.02
962,1354,2023,422,112,287.23,1,0.13
963,1254,2016,664,110,11799.49,10,0.02
964,1068,2020,118,111,3905.16,3,0.0
965,1334,2003,472,114,900.0,10,0.1
966,1432,2018,21,116,18996.7,10,0.0
967,1325,2025,585,113,1542.83,6,0.11
968,1501,2007,708,107,4154.65,6,0.1
969,1684,2022,171,120,4001.14,5,0.07
970,1447,2013,509,103,5868.2,9,0.04
971,1272,2004,305,119,6510.51,7,0.16
972,1640,2048,95,119,1164.59,2,0.12
973,1280,2005,581,117,7586.27,8,0.09
974,1356,2005,668,110,7878.05,9,0.16
975,1444,2043,553,111,2560.99,4,0.08
976,1258,2040,528,115,15479.51,9,0.04
977,1020,2041,721,117,968.56,3,0.12
978,1219,2043,479,109,5261.16,9,0.16
979,1445,2037,642,102,9830.33,9,0.04
980,1474,2010,247,105,5711.27,5,0.17
981,1421,2021,66,107,4189.5,7,0.05
982,1294,2042,165,109,10336.57,10,0.05
983,1245,2008,154,107,785.09,1,0.05
984,1318,2030,498,118,7647.63,7,0.08
985,1038,2013,164,109,2017.19,3,0.01
986,1285,2043,564,106,563.7,1,0.19
987,1498,2002,57,103,1584.0,6,0.12
988,1066,2027,373,103,9277.71,7,0.19
989,1144,2016,115,119,8777.38,9,0.19
990,1535,2043,595,117,3131.64,5,0.1
991,1093,2016,615,104,6718.49,6,0.07
992,1599,2048,400,108,4446.62,7,0.04
993,1110,2012,220,109,12300.11,8,0.08
994,1604,2004,503,118,5713.31,6,0.14
995,1116,2021,559,114,4334.4,8,0.14
996,1285,2010,372,116,6936.1,6,0.16
997,1022,2042,621,102,935.73,1,0.14
998,1688,2016,260,118,7922.52,7,0.06
999,1372,2044,125,118,5324.18,4,0.17
1000,1398,2001,403,109,2450.0,5,0.02
